,DateTime,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Energy city
20162,05/20/2021/00:20,20.7236,81.2,0.06798,0.059,0.089,70567.92464599998
10602,03/14/2021/15:00,21.218000000000004,47.4,0.07931,687.4,114.9,78487.32534220001
28463,07/16/2021/15:50,34.1033,44.56,5.068630000000001,709.0,73.7,99518.5460486
28846,07/19/2021/07:40,25.235,57.95,5.05833,184.3,162.7,72365.0173417
1718,01/11/2021/22:20,17.6954,83.3,0.0824,0.077,0.137,88480.9248356
23643,06/13/2021/04:30,21.7433,60.75,0.0824,0.066,0.1,63982.580403
38657,09/25/2021/10:50,25.6264,69.09,5.06245,623.5,60.96,71778.97416289999
38570,09/24/2021/20:20,23.999000000000002,82.1,5.07069,0.099,0.07,98080.5485668
25404,06/25/2021/10:00,25.822100000000002,74.6,5.06657,662.0,67.43,65257.52765909999
10739,03/15/2021/13:50,18.6224,65.62,0.07931,157.4,145.8,80198.684206
964,01/06/2021/16:40,17.705699999999997,65.61,0.07931,174.3,201.6,69954.4993086
19004,05/11/2021/23:20,20.8266,87.6,0.07622,0.073,0.13,78140.4557236
13913,04/06/2021/14:50,16.1298,86.8,0.07107000000000001,59.59,53.78,70346.2896477
22129,06/02/2021/16:10,25.822100000000002,66.26,0.07107000000000001,660.7,101.5,78794.54607899999
17869,05/04/2021/02:10,18.704800000000002,71.9,0.08446000000000001,0.037,0.196,56868.633753400005
25561,06/26/2021/12:10,29.169600000000003,58.67,5.068630000000001,862.0,106.9,70928.076815
2162,01/15/2021/00:20,18.8902,57.08,0.08343,0.062,0.115,63841.614778099996
7839,02/23/2021/10:30,15.4809,58.08,0.08755,468.4,493.4,69228.36817819999
49787,12/11/2021/17:50,22.4849,28.94,0.08755,5.683,5.755,92044.99213089999
33460,08/20/2021/08:40,27.047800000000002,79.1,5.068630000000001,419.6,200.8,71971.5488751
1581,01/10/2021/23:30,14.450899999999999,70.1,0.08857999999999999,0.055,0.104,73425.4460446
43688,10/30/2021/09:20,22.526100000000003,76.1,0.07107000000000001,17.7,15.22,62262.26568920001
41594,10/15/2021/20:20,22.7939,89.7,0.0824,0.055,0.13,95925.16267699999
10953,03/17/2021/01:30,13.4518,87.7,0.07210000000000001,0.135,0.122,55107.533192300005
42425,10/21/2021/14:50,24.4934,68.97,5.06657,289.4,222.8,66271.80154700001
2566,01/17/2021/19:40,17.2834,55.09,0.08652000000000001,0.07,0.134,103823.2100106
35462,09/03/2021/06:20,21.3107,70.2,0.19776000000000002,0.066,0.107,44154.67447073
22586,06/05/2021/20:20,23.7518,84.9,0.07415999999999999,8.94,7.33,103597.2558824
14272,04/09/2021/02:40,16.8096,88.4,0.07107000000000001,0.077,0.204,53403.52432609999
20303,05/20/2021/23:50,20.4558,75.1,0.07107000000000001,0.037,0.115,74836.00091710001
27834,07/12/2021/07:00,24.514000000000003,72.0,5.06245,88.4,73.8,64323.625145000005
2183,01/15/2021/03:50,19.7348,49.83,0.08446000000000001,0.062,0.141,47979.8450037
35998,09/06/2021/23:40,23.9063,81.6,0.28016,0.058,0.104,76577.4675255
10319,03/12/2021/15:50,20.5485,61.01,0.07725,541.8,116.2,72205.72430880001
49069,12/06/2021/18:10,15.6148,66.1,0.09579,2.712,2.759,93727.844725
42709,10/23/2021/14:10,24.843600000000002,61.64,5.071720000000001,678.1,306.3,74206.8430198
9570,03/07/2021/11:00,17.716,66.72,0.07828,600.0,213.5,72009.7928472
39512,10/01/2021/09:20,24.1432,51.66,5.0676,263.6,115.9,65350.55231510001
37807,09/19/2021/13:10,28.613400000000002,71.3,5.071720000000001,742.0,71.0,76724.6497566
16763,04/26/2021/09:50,19.6936,60.94,0.08652000000000001,618.0,54.74,70359.81223960001
36522,09/10/2021/15:00,32.2184,38.98,0.28016,687.1,107.1,75069.9419743
37440,09/17/2021/00:00,23.4016,80.8,5.05936,0.062,0.089,64202.35344969999
23530,06/12/2021/09:40,23.8754,43.24,0.08652000000000001,621.7,615.5,63797.587901900006
8029,02/24/2021/18:10,18.0971,40.59,0.08652000000000001,107.1,123.8,79942.6512247
44373,11/04/2021/03:30,17.5203,86.8,0.07415999999999999,0.073,0.078,50916.286732700006
38182,09/22/2021/03:40,24.5758,52.18,5.06554,0.084,0.111,55904.2593691
48595,12/03/2021/11:10,18.230999999999998,63.68,0.08549000000000001,432.9,71.0,66719.0983904
36715,09/11/2021/23:10,24.102,61.49,0.28222,0.069,0.093,79637.8919716
21487,05/29/2021/05:10,21.846300000000003,89.0,5.068630000000001,0.059,0.152,48045.4485774
37345,09/16/2021/08:10,16.881700000000002,78.0,5.06142,181.7,83.2,50015.148343500005
25054,06/22/2021/23:40,23.4531,60.77,5.07275,0.084,0.082,101433.79059019999
27508,07/10/2021/00:40,29.2623,33.25,5.06142,0.073,0.126,88467.0260156
6635,02/15/2021/01:50,16.9229,62.52,0.08343,0.044,0.108,54441.900008
44368,11/04/2021/02:40,17.767500000000002,85.4,0.07107000000000001,0.048,0.119,51965.047770699995
15770,04/19/2021/12:20,18.436999999999998,85.7,0.06901,99.7,84.8,60913.9694551
35838,09/05/2021/21:00,26.203200000000002,82.7,0.28737,0.095,0.085,98667.0038074
48183,11/30/2021/14:30,21.9081,57.57,0.08652000000000001,400.4,116.2,59812.2933001
43999,11/01/2021/13:10,24.7818,51.47,0.08652000000000001,841.0,820.0,71284.91853309999
28749,07/18/2021/15:30,36.153000000000006,31.95,5.05833,750.0,66.56,102432.8841527
42862,10/24/2021/15:40,23.319200000000002,81.0,0.08343,33.14,27.57,71669.7549611
46228,11/17/2021/00:40,16.2122,88.3,0.07313,0.033,0.215,60010.2017746
7488,02/21/2021/00:00,16.9229,62.22,0.08343,0.066,0.163,67462.7417662
13875,04/06/2021/08:30,15.655999999999999,89.7,5.07275,19.66,17.83,62483.69700500001
753,01/05/2021/05:30,10.6296,88.6,0.08446000000000001,0.051,0.171,52182.212105499995
21997,06/01/2021/18:10,25.0496,72.1,0.07415999999999999,293.2,290.5,86253.44106760001
10833,03/16/2021/05:30,12.081900000000001,87.3,0.07313,0.084,0.171,53237.500809699995
10205,03/11/2021/20:50,17.561500000000002,65.75,0.08343,0.059,0.111,95209.3021092
21306,05/27/2021/23:00,25.4822,60.41,0.08446000000000001,0.073,0.063,92201.03334050001
45614,11/12/2021/18:20,22.3819,66.38,0.07415999999999999,1.872,1.853,94799.8984508
29212,07/21/2021/20:40,31.0957,71.4,5.05524,1.338,1.167,130042.64309900001
35715,09/05/2021/00:30,25.667600000000004,70.6,0.27192,0.066,0.1,69504.54860840001
47547,11/26/2021/04:30,12.5248,86.3,0.08857999999999999,0.055,0.107,49069.72557707
4125,01/28/2021/15:30,19.6627,51.9,5.06657,462.8,282.8,65371.6830638
2788,01/19/2021/08:40,14.0698,52.09,0.08343,10.07,10.2,57123.52314630001
23885,06/14/2021/20:50,25.780900000000003,49.44,0.07518999999999999,0.651,0.63,106897.8940651
21451,05/28/2021/23:10,23.9166,68.85,5.07069,0.095,0.107,92908.3498626
43030,10/25/2021/19:40,20.538200000000003,78.2,0.08446000000000001,0.077,0.137,97698.85934499999
43845,10/31/2021/11:30,22.4231,43.96,0.08652000000000001,684.8,683.5,70556.5886411
8527,02/28/2021/05:10,12.8132,88.6,0.10197,0.044,0.152,52668.7175469
32218,08/11/2021/17:40,33.505900000000004,16.27,5.05009,299.5,252.5,94767.54224709999
3371,01/23/2021/09:50,11.577200000000001,76.9,0.08961,226.7,231.2,66323.4215214
42394,10/21/2021/09:40,22.011100000000003,85.9,5.06451,341.6,50.09,59477.624186
19186,05/13/2021/05:40,21.7021,58.94,0.08034000000000001,0.091,0.119,41906.337012699994
32237,08/11/2021/20:50,29.1799,31.48,5.05627,0.077,0.093,124407.08703950002
23268,06/10/2021/14:00,27.5834,45.91,0.08343,488.0,158.9,69755.1068822
18204,05/06/2021/10:00,24.8539,52.35,0.08137,666.6,506.6,64142.843047
48577,12/03/2021/08:10,14.6157,79.7,5.06657,2.434,2.433,50531.32996053
15351,04/16/2021/14:30,24.9569,50.02,0.09167,306.0,196.7,75523.8781462
38895,09/27/2021/02:30,24.102,66.29,5.06348,0.091,0.133,58562.1747193
48028,11/29/2021/12:40,20.9811,63.36,0.07518999999999999,491.7,57.19,71927.13365285
39637,10/02/2021/06:10,21.3004,63.29,5.06966,0.088,0.078,53440.34158958
21929,06/01/2021/06:50,22.9999,85.7,0.06901,47.59,39.76,48258.125397899996
49295,12/08/2021/07:50,8.37699,87.5,0.08857999999999999,0.128,0.263,46484.88508479
51709,12/25/2021/02:10,10.1764,83.8,0.08446000000000001,0.055,0.13,51466.0300129
45677,11/13/2021/04:50,20.3734,75.8,0.06798,0.062,0.107,52369.8095487
27719,07/11/2021/11:50,30.683699999999998,67.9,5.05627,835.0,85.4,101933.1492162
18855,05/10/2021/22:30,21.619699999999998,86.7,0.07107000000000001,0.04,0.13,89457.758893
23646,06/13/2021/05:00,21.836,59.48,0.08137,0.04,0.104,53977.865283499996
14415,04/10/2021/02:30,17.345200000000002,87.9,0.07210000000000001,0.066,0.111,54436.6242656
45744,11/13/2021/16:00,23.6076,62.71,0.07313,298.8,314.6,74333.8662145
9646,03/07/2021/23:40,13.802000000000001,85.8,0.07107000000000001,0.048,0.119,72728.8519976
24121,06/16/2021/12:10,26.5431,65.42,0.05562,893.0,42.62,76644.4547909
42069,10/19/2021/03:30,20.2704,89.6,5.07275,0.084,0.107,54229.3088423
23363,06/11/2021/05:50,20.2601,70.4,0.07622,0.296,0.267,48388.4802718
3544,01/24/2021/14:40,20.1365,29.75,0.09167,511.5,581.6,76101.93701220001
41675,10/16/2021/09:50,22.9072,92.7,0.09682,126.5,104.1,68336.0473718
3347,01/23/2021/05:50,11.4948,77.8,0.09167,0.059,0.104,55866.526431499995
26607,07/03/2021/18:30,28.9945,74.3,5.06966,274.5,262.1,88390.53963700001
11388,03/20/2021/02:00,13.956500000000002,83.8,0.07107000000000001,0.062,0.137,53788.5903102
1714,01/11/2021/21:40,17.633599999999998,83.6,0.07622,0.048,0.145,93759.4514801
27822,07/12/2021/05:00,25.152600000000003,82.7,5.06348,0.066,0.159,63888.36664289999
11423,03/20/2021/07:50,14.523,86.7,0.08343,6.442,5.882,50727.036706
44536,11/05/2021/06:40,21.125300000000003,79.3,0.06901,0.026,0.141,40721.37696629
36409,09/09/2021/20:10,26.1002,82.3,0.27192,0.08,0.1,94530.41596639999
9933,03/09/2021/23:30,16.624200000000002,69.99,0.08652000000000001,0.048,0.119,74914.17351900002
43839,10/31/2021/10:30,21.2386,44.93,0.08755,377.7,360.8,66774.62561418
29054,07/20/2021/18:20,40.891000000000005,14.17,3.0055400000000003,296.3,287.8,95446.6887224
41308,10/13/2021/20:40,22.2995,80.0,0.07828,0.091,0.07,93121.52230880002
26923,07/05/2021/23:10,26.790300000000002,83.4,0.05768,0.066,0.141,101801.8105893
51741,12/25/2021/07:30,8.49441,87.5,0.08446000000000001,0.04,0.13,50255.84587419
37424,09/16/2021/21:20,24.308000000000003,75.0,5.06451,0.059,0.104,91209.6016699
50712,12/18/2021/04:00,14.749600000000001,86.5,0.08961,0.026,0.163,48434.447672120004
2583,01/17/2021/22:30,16.7581,65.51,0.0824,0.044,0.137,86978.6212814
43895,10/31/2021/19:50,21.8669,46.66,0.08857999999999999,0.069,0.067,93185.5927069
25617,06/26/2021/21:30,26.553400000000003,74.6,5.0676,0.095,0.089,97480.22666279999
12951,03/30/2021/22:30,19.673000000000002,87.2,0.06901,0.026,0.115,82579.7162334
26332,07/01/2021/20:40,27.6864,82.0,5.06966,2.362,1.938,109670.66234629999
18113,05/05/2021/18:50,23.8033,60.73,0.07313,160.5,180.8,76264.5295059
23300,06/10/2021/19:20,25.780900000000003,50.94,0.08446000000000001,141.3,153.9,102676.5148319
2957,01/20/2021/12:50,14.7702,61.67,0.08549000000000001,550.1,599.2,76550.214704
3971,01/27/2021/13:50,19.9614,47.18,5.06554,549.5,40.85,75123.3369271
33670,08/21/2021/19:40,26.2753,44.61,5.07687,21.11,22.35,121845.12709699999
2559,01/17/2021/18:30,16.48,60.0,0.0824,2.064,2.136,105492.58065660001
46123,11/16/2021/07:10,13.8329,79.0,0.0927,0.051,0.082,47635.4287833
6180,02/11/2021/22:00,14.0698,88.9,0.07313,0.066,0.167,91169.50822980002
20826,05/24/2021/15:00,24.3183,64.43,5.06348,814.0,51.44,78920.14825479999
27560,07/10/2021/09:20,29.643400000000003,63.0,5.05318,520.6,117.5,86621.5283566
35499,09/03/2021/12:30,28.0984,54.39,0.23381000000000002,711.0,130.7,73751.0987138
40630,10/09/2021/03:40,22.3922,85.4,0.07210000000000001,0.044,0.141,54647.2838929
2684,01/18/2021/15:20,13.956500000000002,61.1,0.0824,72.3,75.4,79464.85155959999
24172,06/16/2021/20:40,23.9784,82.4,0.07107000000000001,2.662,2.268,106465.3974359
707,01/04/2021/21:50,13.6784,79.9,0.08755,0.044,0.108,91439.8568927
33762,08/22/2021/11:00,27.2847,50.82,5.068630000000001,718.0,51.81,92172.93260240002
4935,02/03/2021/06:30,13.8123,79.0,0.08137,0.11,0.148,54042.288559600005
29620,07/24/2021/16:40,31.8682,49.76,5.060390000000001,594.3,53.74,103607.21404600001
46657,11/20/2021/00:10,17.870500000000003,56.3,0.08549000000000001,0.062,0.115,61104.8271985
12410,03/27/2021/04:20,16.819899999999997,83.3,0.08652000000000001,0.04,0.152,51122.878436800005
40235,10/06/2021/09:50,21.6815,58.13,5.06966,311.6,52.83,68756.8181617
29871,07/26/2021/10:30,36.7092,26.28,5.05524,683.4,91.1,103063.8936089
13218,04/01/2021/19:00,18.0044,83.3,0.07415999999999999,20.15,18.25,87057.9402733
33331,08/19/2021/11:10,29.272600000000004,81.0,5.07584,219.9,174.0,85881.53678400001
43719,10/30/2021/14:30,21.5785,72.1,0.08446000000000001,32.66,27.12,72619.49267460001
9456,03/06/2021/16:00,19.8172,57.81,0.07931,549.0,597.4,71590.87457410002
52359,12/29/2021/14:30,17.0259,38.72,0.08034000000000001,452.7,38.21,68933.4079331
49632,12/10/2021/16:00,18.8387,68.28,0.08034000000000001,225.5,150.7,69991.63885290001
26458,07/02/2021/17:40,28.737,74.1,5.06657,283.3,203.7,86031.01091960001
24324,06/17/2021/22:00,23.7621,81.8,0.06592,0.051,0.115,100755.5397617
30058,07/27/2021/17:40,37.4611,27.44,5.05627,399.2,82.5,97914.05071479999
12764,03/29/2021/15:20,28.6958,36.94,5.06554,681.6,45.49,71801.4295946
9509,03/07/2021/00:50,12.6999,85.0,0.07622,0.026,0.108,61169.521127700005
41137,10/12/2021/16:10,26.9036,56.72,0.09167,167.8,129.6,69600.84451350001
40624,10/09/2021/02:40,22.8248,85.0,0.08137,0.066,0.115,54655.0023112
24751,06/20/2021/21:10,26.6152,49.07,5.0676,0.124,0.059,105999.38661519998
50676,12/17/2021/22:00,16.0165,84.3,0.08549000000000001,0.04,0.122,82188.4280605
5284,02/05/2021/16:40,14.832,44.57,0.08755,281.7,132.0,68686.50454220001
14638,04/11/2021/15:40,20.3631,79.0,0.07415999999999999,383.9,299.7,72358.2100614
45922,11/14/2021/21:40,19.467,75.4,0.08549000000000001,0.044,0.148,86521.6861512
38838,09/26/2021/17:00,25.7191,74.1,5.07275,269.0,192.9,75625.3268735
49805,12/11/2021/20:50,18.8181,48.97,0.08755,0.04,0.115,89846.6348883
35180,09/01/2021/07:20,23.5252,52.82,5.071720000000001,52.02,19.58,44473.827756499995
51052,12/20/2021/12:40,18.9829,65.19,0.10403000000000001,162.7,167.1,69769.23376789001
3334,01/23/2021/03:40,11.319700000000001,75.6,0.08446000000000001,0.062,0.115,51709.16966020001
2060,01/14/2021/07:20,12.2055,86.2,0.08446000000000001,0.062,0.126,43450.646995099996
29599,07/24/2021/13:10,31.5592,50.69,5.057300000000001,873.0,61.75,110972.8927986
7457,02/20/2021/18:50,17.396700000000003,62.43,0.08549000000000001,9.29,9.39,99595.5652977
23662,06/13/2021/07:40,22.4025,52.58,0.0824,40.63,32.76,52797.7821501
15276,04/16/2021/02:00,15.264600000000002,81.6,0.0824,0.037,0.122,55083.3166563
15528,04/17/2021/20:00,19.7451,53.52,0.08755,1.745,1.564,100220.06013780001
45315,11/10/2021/16:30,23.4531,63.51,0.07415999999999999,336.2,369.6,66349.47227109999
2171,01/15/2021/01:50,18.643,58.74,0.08446000000000001,0.044,0.089,50465.0640031
42386,10/21/2021/08:20,19.6833,89.7,5.06142,95.8,29.4,50628.76813975
27288,07/08/2021/12:00,32.7849,37.75,5.057300000000001,844.0,88.6,85373.75054349999
41980,10/18/2021/12:40,25.348300000000002,69.45,5.0676,571.1,183.7,75949.3531624
39630,10/02/2021/05:00,21.5682,63.85,5.06451,0.077,0.096,56904.4618914
34760,08/29/2021/09:20,26.924200000000003,93.4,5.09438,56.28,42.66,68801.08803550001
22474,06/05/2021/01:40,23.6694,87.6,0.06489,0.062,0.119,86989.28525249999
32189,08/11/2021/12:50,34.2166,26.18,5.05215,889.0,143.2,98280.43848319999
12891,03/30/2021/12:30,25.5028,52.69,0.07415999999999999,808.0,46.66,73784.2747872
5521,02/07/2021/08:10,7.57256,90.5,1.05678,1.633,1.681,49904.3889106
16317,04/23/2021/07:30,16.995,81.1,0.0824,55.2,47.02,55746.9670082
37831,09/19/2021/17:10,29.4374,67.09,5.07275,341.1,79.2,71427.4252646
40606,10/08/2021/23:40,23.319200000000002,82.6,0.07828,0.069,0.067,66270.07944880001
25847,06/28/2021/11:50,32.2184,49.07,5.06966,805.0,146.5,77512.2210256
49611,12/10/2021/12:30,14.4715,86.0,0.09064,463.7,70.9,76554.73678510002
5973,02/10/2021/11:30,17.5203,57.4,5.06142,471.2,285.8,71537.1578287
39409,09/30/2021/16:10,28.7267,48.25,5.06554,437.7,40.3,64266.3393981
22623,06/06/2021/02:30,22.4231,89.2,0.06901,0.04,0.163,89651.7879652
31612,08/07/2021/12:40,31.5489,74.5,5.05421,639.2,328.5,107104.26789330001
47750,11/27/2021/14:20,21.7227,63.19,5.06966,282.4,76.5,70105.0338395
36808,09/12/2021/14:40,29.6846,47.55,0.28428000000000003,748.0,181.2,80786.8628117
44470,11/04/2021/19:40,22.3304,74.1,0.07004,0.066,0.067,86117.2607609
14702,04/12/2021/02:20,18.54,81.8,0.07725,0.044,0.193,55733.39472909999
36557,09/10/2021/20:50,25.7603,57.42,0.2781,0.084,0.078,96968.1660253
22887,06/07/2021/22:30,23.6179,80.7,0.08137,0.062,0.141,100741.8155988
27976,07/13/2021/06:40,26.7285,81.8,5.05936,9.79,7.82,59890.768608700004
26348,07/01/2021/23:20,27.130200000000002,82.5,5.068630000000001,0.073,0.133,97325.7800992
33936,08/23/2021/16:00,29.6743,53.15,5.05421,623.8,42.58,89288.5998815
24043,06/15/2021/23:10,23.3913,79.4,0.07004,0.033,0.104,99503.3321967
31284,08/05/2021/06:00,27.5937,85.7,5.057300000000001,0.066,0.122,58817.89483810001
33856,08/23/2021/02:40,23.278000000000002,78.3,5.05627,0.062,0.133,69406.65538960001
26362,07/02/2021/01:40,26.6461,85.7,5.06348,0.062,0.096,74624.4171944
51980,12/26/2021/23:20,18.200100000000003,61.68,0.08137,0.084,0.126,69649.408859
32900,08/16/2021/11:20,31.2296,45.38,0.07210000000000001,753.0,43.37,99610.53522500001
48523,12/02/2021/23:10,16.984700000000004,63.35,5.06451,0.048,0.133,68373.37207920001
17125,04/28/2021/22:10,19.4052,69.2,0.07518999999999999,0.088,0.115,90943.81212690001
26889,07/05/2021/17:30,33.279300000000006,49.22,5.071720000000001,460.5,81.8,87014.19471069999
21310,05/27/2021/23:40,25.2968,60.37,0.08137,0.095,0.089,86703.212074
16487,04/24/2021/11:50,23.772399999999998,55.69,0.08343,980.0,286.1,76683.71519789999
8650,03/01/2021/01:40,16.5006,82.5,0.0927,0.029,0.122,55182.290427500004
36984,09/13/2021/20:00,24.7509,53.02,0.31106,0.113,0.074,101571.0163366
30912,08/02/2021/16:00,32.9394,46.39,5.05318,626.1,118.2,97791.87585370001
50592,12/17/2021/08:00,10.7841,93.3,0.08343,0.366,0.389,49966.288124319995
27189,07/07/2021/19:30,29.756700000000002,68.03,5.05318,98.1,95.0,102469.45824759999
18993,05/11/2021/21:30,20.9708,85.9,0.07107000000000001,0.044,0.119,98097.88679369999
6745,02/15/2021/20:10,14.4097,71.8,0.08343,0.051,0.085,98227.754663
13271,04/02/2021/03:50,16.9744,88.5,0.08343,0.055,0.082,52206.28066140001
7558,02/21/2021/11:40,18.9829,54.36,0.08549000000000001,592.7,630.2,74464.7207517
43321,10/27/2021/20:10,21.4343,78.0,5.07069,0.069,0.074,90961.22769650002
18963,05/11/2021/16:30,23.8754,72.1,0.07415999999999999,598.0,578.1,72613.8987755
38785,09/26/2021/08:10,22.464299999999998,89.2,5.05627,144.1,44.98,61792.772335500005
41201,10/13/2021/02:50,19.776,77.8,0.08961,0.066,0.126,56349.1476399
28852,07/19/2021/08:40,27.305300000000003,53.75,5.06451,366.1,315.1,81875.087486
34991,08/30/2021/23:50,24.8333,73.5,5.06451,0.084,0.152,78263.8343457
12268,03/26/2021/04:40,13.7917,87.1,0.08343,0.051,0.174,53422.7279345
17607,05/02/2021/06:30,21.2798,54.08,0.0824,6.521,5.623,51461.295329500004
39418,09/30/2021/17:40,28.5516,48.22,5.06554,179.9,39.5,69758.1299116
52228,12/28/2021/16:40,16.799300000000002,44.13,0.08034000000000001,188.2,219.4,67998.43019685001
24150,06/16/2021/17:00,27.305300000000003,59.59,0.05665,574.4,35.68,82459.7199047
1642,01/11/2021/09:40,17.345200000000002,75.3,0.08137,39.54,39.65,66053.78314649999
29540,07/24/2021/03:20,24.3183,60.59,5.05318,0.106,0.1,81885.3200931
3686,01/25/2021/14:20,20.7133,46.08,0.08652000000000001,524.3,37.42,76041.4799262
291,01/02/2021/00:30,13.884400000000001,76.8,0.07931,0.07,0.145,60718.1785679
31872,08/09/2021/08:00,28.592800000000004,62.65,5.05112,92.3,69.74,74409.1644675
16415,04/23/2021/23:50,18.9417,78.3,0.0824,0.022,0.171,67978.4795552
2085,01/14/2021/11:30,18.951999999999998,69.03,0.09373,403.8,165.0,66416.9487556
48627,12/03/2021/16:30,18.550300000000004,64.99,0.08857999999999999,128.7,148.0,68231.13198586
32227,08/11/2021/19:10,31.9094,21.21,5.05421,119.3,106.2,112788.6167523
45706,11/13/2021/09:40,20.6206,79.7,0.07107000000000001,251.1,62.94,67370.1782824
11747,03/22/2021/13:50,12.8853,66.24,0.08755,137.5,126.5,74088.54530530001
41262,10/13/2021/13:00,25.822100000000002,66.6,0.10918,369.7,149.1,76942.83829249999
49804,12/11/2021/20:40,19.1477,48.13,0.08755,0.081,0.085,89880.64989670002
37867,09/19/2021/23:10,27.5216,56.42,5.06348,0.091,0.059,73426.3011712
24114,06/16/2021/11:00,25.873600000000003,67.45,0.07107000000000001,798.0,51.86,72008.8393247
30507,07/30/2021/20:30,29.035700000000002,64.99,5.05215,1.993,1.652,129928.43950059998
36891,09/13/2021/04:30,24.3286,71.3,0.28737,0.084,0.093,60610.8989797
38357,09/23/2021/08:50,24.452199999999998,79.4,5.06657,224.8,103.6,55070.22996040001
15237,04/15/2021/19:30,21.2386,66.54,0.07725,33.56,35.37,94205.08199980001
1765,01/12/2021/06:10,15.7796,85.9,0.07725,0.059,0.167,56772.645735900005
41435,10/14/2021/17:50,25.2144,67.8,0.07313,40.93,21.15,81961.67596040001
32008,08/10/2021/06:40,26.8521,50.68,5.04906,5.161,4.03,62591.7746784
52320,12/29/2021/08:00,13.2664,49.43,0.07931,0.201,0.167,46245.97330733
45019,11/08/2021/15:10,23.6385,67.81,0.07518999999999999,157.7,154.9,76978.7881765
25899,06/28/2021/20:30,28.2014,62.67,5.06451,8.83,7.63,108655.2786952
38851,09/26/2021/19:10,25.0187,79.3,5.06966,0.424,0.285,100906.5565592
20687,05/23/2021/15:50,21.0429,70.1,5.0676,116.9,93.9,78877.79923830001
13292,04/02/2021/07:20,16.5727,89.7,0.08755,4.72,4.257,53542.4730359
22711,06/06/2021/17:10,25.5955,70.2,0.07210000000000001,372.4,168.6,80164.37523559999
30101,07/28/2021/00:50,28.2529,50.12,5.05627,0.088,0.119,92494.7218652
25252,06/24/2021/08:40,25.410100000000003,70.4,5.06657,457.2,440.4,52684.435213
36274,09/08/2021/21:40,27.4495,63.19,0.28325000000000006,0.11,0.074,91036.7117306
24360,06/18/2021/04:00,21.63,89.6,0.06901,0.044,0.119,69770.13532379999
40580,10/08/2021/19:20,23.8239,65.27,0.08755,0.084,0.082,98574.56831140001
22262,06/03/2021/14:20,25.2247,72.4,0.07313,278.9,217.6,70652.5274555
689,01/04/2021/18:50,15.9032,65.56,0.09064,0.055,0.152,99608.47460700001
38693,09/25/2021/16:50,25.9972,65.26,5.0985000000000005,357.5,35.37,73878.7572022
52192,12/28/2021/10:40,15.3779,50.1,0.08034000000000001,323.5,37.86,66717.96968859
19401,05/14/2021/17:30,24.2256,66.56,5.0779,439.0,468.0,72264.8441458
27282,07/08/2021/11:00,30.900000000000002,51.83,5.05627,756.0,93.0,82406.74514039999
5894,02/09/2021/22:20,12.9162,79.7,5.06451,0.033,0.104,86108.24499579999
42205,10/20/2021/02:10,20.3425,84.8,5.06142,0.044,0.13,55222.7942299
47510,11/25/2021/22:20,16.0268,78.2,0.08034000000000001,0.051,0.093,78989.8963322
41619,10/16/2021/00:30,22.433400000000002,91.5,0.07107000000000001,0.051,0.1,60582.04824709999
27227,07/08/2021/01:50,26.9036,73.9,5.05936,0.088,0.119,75755.3886609
20488,05/22/2021/06:40,17.345200000000002,89.8,0.06695000000000001,11.87,9.65,49791.4668176
7926,02/24/2021/01:00,13.8535,63.48,0.08961,0.059,0.13,58772.5365839
33907,08/23/2021/11:10,30.0863,39.78,5.05318,741.0,39.51,90830.8509042
51796,12/25/2021/16:40,17.613000000000003,55.95,0.08755,70.8,71.9,72416.6175916
43334,10/27/2021/22:20,21.619699999999998,73.8,5.07069,0.051,0.078,77638.0778792
42532,10/22/2021/08:40,21.619699999999998,86.6,5.06451,17.43,15.18,61062.68674567
2797,01/19/2021/10:10,15.4397,46.21,5.06142,320.5,329.7,68743.6948287
26391,07/02/2021/06:30,26.409200000000002,87.4,5.05936,22.9,17.7,55941.554999600005
36309,09/09/2021/03:30,23.782700000000002,70.2,0.36874,0.091,0.081,56095.085234
12236,03/25/2021/23:20,16.1092,82.5,0.08549000000000001,0.022,0.167,69814.1849424
23609,06/12/2021/22:50,21.7639,57.81,0.08343,0.062,0.115,100440.0529865
21466,05/29/2021/01:40,21.4343,80.0,5.07069,0.08,0.089,81528.5859482
9906,03/09/2021/19:00,21.588800000000003,57.71,0.07107000000000001,28.82,33.01,96933.72198070001
46370,11/18/2021/00:20,15.161600000000002,88.1,5.06966,0.037,0.111,60592.5415472
35211,09/01/2021/12:30,29.5198,38.41,5.07378,806.0,55.33,66466.44862950001
23277,06/10/2021/15:30,26.7697,48.44,0.08343,410.4,249.0,71665.9593081
12170,03/25/2021/12:20,21.63,54.01,0.08652000000000001,784.0,43.81,67068.6115349
4885,02/02/2021/22:10,15.6766,69.03,0.0824,0.059,0.137,87686.85512149999
1216,01/08/2021/10:40,18.6018,59.95,0.07725,387.8,138.4,68786.08322209999
18933,05/11/2021/11:30,22.7115,76.8,0.07107000000000001,845.0,257.2,79887.79576280001
11773,03/22/2021/18:10,14.038900000000002,64.84,0.0824,146.2,150.4,75432.77170040002
48843,12/05/2021/04:30,9.785,74.7,0.08549000000000001,0.07,0.13,49127.86567292
39303,09/29/2021/22:30,21.382800000000003,85.5,5.068630000000001,0.08,0.082,80669.94544139999
23724,06/13/2021/18:00,24.926,50.08,0.08034000000000001,235.9,214.2,84302.4156444
